제목
「2024년 데이터안심구역 활용 공동 경진대회」참가팀 모집 안내
[한국정보보호산업협회] 2024년 미래내일일경험 지원사업 SK쉴더스 기업탐방(7.30(화)
2024학년도 2학기의 주요 공지사항
[청년취업사관학교 x 이노그리드] 클라우드 분야 취업연계 교육프로그램 홍보
컴퓨터 과학과 단톡방은 어디인가요?
RE:컴퓨터 과학과 단톡방은 어디인가요?
[공지] 새롭게 화면이 개편되는 학부 학사정보 모바일 서비스 앞서 해보기
"[판매] JSP 프로그래밍,UNIX 시스템,컴파일러구성,컴퓨터구조, 시뮬레이션 교제 판매합"
[KISIA] 2024년도 ICT융합산업보안 인력양성사업 스마트 제조 분야 교육생 모집
청년취업사관학교(SeSAC) 용산캠퍼스
[한국표준협회]KDT디지털신기술아카데미 홍보
[한국전파진흥협회] 메타버스 아카데미 3기_수강생 수시모집
  청년취업사관학교(SeSAC) 용산캠퍼스
"♠주,부업 가능 / 터 링(볼링+컬링을 안방놀이 화)지도자 one day 교육안내     "
"책 삽니다. C++프로그래밍,컴퓨터과학개론,멀티미디어시스템,자료구조,프로그래밍언어론,생활과"
"시큐리티아카데미 4기 교육생 모집(★ 지원마감 : 직무트랙 ~6/23(일)(임박) , SK"
(ITSA)2024년 수도권ICT이노베이션스퀘어 AI/BC 교육생 모집
[한국정보기술연구원 / 06.25(화)개강] IT 취업 교육 과정 자료 전송 (고용노동부 
홍성 내포 인근 스터디원 모집합니다
"[KISIA] 2024년도 ICT융합산업보안 인력양성사업 6,7월 교육생 모집"
 ♥ ♥시니어합창단 단원모집 ♥ ♥
2024 AI보안 기술개발 교육과정 교육생 모집
제22회 임베디드 소프트웨어 경진대회
[KISIA] 2024년도 정보보호 취업박람회 안내
♠터링(볼링+컬링을 안방놀이 화)체험 초대~(1365 봉사 2시간/양천구 마을축제) 05.
큰 별이십니다. (고맙습니다.)
중간과제물 성적에 대한 이의신청 증거물
[한국정보기술연구원] 24년 5월 IT 취업 교육 과정
컴퓨터과학과 커뮤니티 카페 좋은곳이 있어 소개하고갑니다.
[수요조사] KNOU CS 개발자 모임을 기획 중입니다.
경기성남 박진희 교수님 이메일..
RE:경기성남 박진희 교수님 이메일..
동아리 극예술연구회에서 배우 모집합니다^^
타 과생인데 컴과 Python기초와 C_프로그래밍 수업을 듣고 있습니다. 혹시 단톡방이 있
RE:타 과생인데 컴과 Python기초와 C_프로그래밍 수업을 듣고 있습니다. 혹시 단톡방
RE:타 과생인데 컴과 Python기초와 C_프로그래밍 수업을 듣고 있습니다. 혹시 단톡방
출석수업 미참
"①다른 지역대를 찾아서, ②출석대체를 신청"
연합 스터디 시간표 안내
파이썬프로그래밍기초 교재 문의
RE:파이썬프로그래밍기초 교재 문의
파이썬 1강 44분경에 나오는 순서도를 정확하게 이해하지 못했습니다.
RE:파이썬 1강 44분경에 나오는 순서도를 정확하게 이해하지 못했습니다.
⭐방송대 영상제작 동아리 ⭐필름아이다에 가입하세요!⭐소개영상도 제작했습니다!!⭐
비대면 출석 수업 관련 질문
예술x기술 융합 프로젝트에 관심있으신 분을 찾습니다. 
Ai 논문 사이트
컴퓨터과학과 전국 연합 학생회 밴드
2024년도 컴퓨터과학과 연합스터디 단톡방
2024년도온라인학습하기방송정정
RE:2024년도온라인학습하기방송정정
공지 단톡방 문의
강원지역 학우분들을 기다리고 있습니다.
24년 1학기 학습설명회 안내
◆◆ 서울 남부권역 스터디룸 임대~~
파이썬 프로그래밍 기초
RE:파이썬 프로그래밍 기초
시니어합창단 단원모집
컴과 교재판매 (부끄럽지만 완전 새책)
■ 컴퓨터과학과 서울 스터디 ‘한우리’
정보처리기사 응시 자격 질문
RE:정보처리기사 응시 자격 질문
♣♣  서울남부학습센터 '학사설명' & '과제물작성법'
남부학습센터  컴퓨터과학과  학습 노하우 및 과제물작성법 .학사 설명회  에 초대 합니다.
♣♣ 다양한 레져~다양한 즐거움~ 생활체육 50여종목을 체험 안내~~
24년 1학기 연합스터디 안내
♣♣  서울남부학습센터 '학사설명' & '과제물작성법'
"🖊️ 사회복지사, 청소년지도사, 보육교사 자격증, 학교다니면서 같이 준비하기 🖊️"
서울지역대학 서예동아리 동숭서예에서 신입회원을 모집합니다
방송대 중고교재 단톡방 입니다.
"◆◆ 터 링 (컬링과 볼링을 안방놀이화한 놀이(스포츠) / 주,부업)소개"
방송대 단톡방 개설하였습니다. 
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 38기 신입 모집 ♪♬♬♪
컴퓨터학과 1학년 1학기 교재판매합니다
방송대 난타동아리 두드림 회원 을 모십니다 
졸업하시면 뭐하세요?
🍀해피빈(콩) 저금 부탁드립니다~ 
"●● 학업지원 & 다양한 어울림, 함께 하는 서울총학 후보 기호 2번 한승모 활동  동영상"
학부졸업후 전산교육 대학원을 안내합니다. 
 제42대 서울총학생회장 후보 기호1번 최우영입니다.
●● 2024년 서울총학생회장 선거에  출마한  기호 2 번 한승모 인사 드립니다^^ 
"한국방송통신대학교 교명에 대한 단상, KNOU광장 프리즘"
"🖊️ 사회복지사, 청소년지도사, 보육교사 자격증, 학교다니면서 같이 준비하기"
◆◆ ♬ 2023년 방송대 합창단  제16회 정기연주회에 초대합니다 ♬◆◆
디지털논리회로 판매(5천원)
★참고만해 기말 숏노트 이용해보세요★
Azure for Students Starter가 더 이상 제공되지 않음
교명변경은 우리의 미래를 압류하는 폭거이다!
교명은 그대로 두세요
교과서 구합니다 - 교양도서로 읽기 위한 책입니다 - 기증환영!
기말시험 대비 기출문제집&강의록 제본하기
출석스터디원 모집 합니다
조선.해양 스마트제조 시스템 보안 관리자 양성과정(RHCSA) - 교육비 및 교재비 전액무
보안관리자 양성에 높은 관심
잣골제 축하 빠르고 쉽게 배우는 풍수와 현미효소 만드는법!   특별  강의 시음회에 초대합
 ♥ ♥시니어합창단 단원모집 ♥ ♥
안녕하세요. 예비창업자 컴퓨터과학과 3학년 김나현입니다. 
대중영화의 이해 _1학년
RE:대중영화의 이해 _1학년
bard에게 물어본 결과
★참고만해 숏노트 이용해보세요★
방송대 교명 변경에 대한 호소
"한국방송통신대학교, 얼마나 아름답지 않습니까"
컴퓨터 공학과 3학년 1학기 교제 필요하신분 그냥 드립니다!
RE:컴퓨터 공학과 3학년 1학기 교제 필요하신분 그냥 드립니다!
◐◑ 남  녀  노 소  누구나 쉽게 즐기는 뉴~스포츠 피클볼 안내합니다.
"사무직 종사자들의 종아리, 무릎, 허벅지, 엉덩이, 허리, 등 등의 통증 예방과 치료법"
JSP프로그래밍 외 교재 판매 
RE:JSP프로그래밍 외 교재 판매 
RE:JSP프로그래밍 외 교재 판매 
2023년 SW분야 인력수급 실태조사
[대구/경북] 신ㆍ편입생 오픈톡방
게임프로그래밍을 학습하실분을 모집합니다.
■ 불교학생회 제45/46기 □ □ 제45/46기 회원 모집 ■
■ 불교학생회 제45/46기 □ □ 제45/46기 회원 모집 ■
휴학관련 질문있어요
학교와 상담을 하시면 해결됩니다.
이러닝 프로그램 실험에 참가를 부탁드립니다!
chatgpt를 활용해서 과제를 진행할수 있도록 하는 환경이 되었음 좋겠다 싶습니다
"★ 사회복지사, 청소년지도사, 보육교사 자격증, 학교다니면서 같이 준비하기"
2023년 1학기 기말시험 틀린문제 확인 방법
RE:2023년 1학기 기말시험 틀린문제 확인 방법
파이썬 기출문제
"생활법률, 상담심리학, HTML웹프로그래밍 판매합니다"
중간성적이 아직 안나오는대....나만 문제일까요?
RE:중간성적이 아직 안나오는대....나만 문제일까요?
[KISIA] ICT융합산업보안 인력양성사업 5월 교육 안내 및 홍보
논문 작성법 관련 사이트 모음
파이썬 관련 사이트
파이썬 프로그래밍 기초 과제물 오류
♬ 2023년 방송대 합창단 단원모집 ♬
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
3/11 2시 영상제작동아리 아이드마&필름아이다 오프라인 및 온라인 OT
방송대 중고교재 단톡방 입니다.
방송대 영상제작 동아리 ★필름 아이다★ 3월 11일 (토) 오티를 진행합니다~
두드림(난타) 동아리 회원모집
"★★반갑습니다. 농학과 학우 여러분!! 다들 구독, 좋아요 해주신다면 큰 힘이 생깁니다. "
◆◆◆◆◆ ♬ 2023년 방송대 합창단 단원모집 ♬◆◆◆◆◆
전북 컴퓨터과학과 단톡이 있나요??
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
[대전/충남] 컴퓨터과학과 오픈톡방
"교재  ""정보통신망"" 구함"
"RE:교재  ""정보통신망"" 구합니다."
♣♣ 다양한 레져~다양한 즐거움~ 생활체육 50여종목을 체험 안내(주종목 피클볼)~~
"♥♥ 네이버카페 참고만해, 치킨장학금 이벤트 참여해보세요. ♥♥"
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
■ 서부학생회 □ 3기임원 □ 초빙 ■
■ 서부학생회 □ 3기임원 □ 초빙 ■
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪           
□■ 불교학생회 45기 회원 모집 ■□
□■ 불교학생회 45기 회원 모집 ■□
♣ 경기/ [컴퓨터과학과] 신편입생 오리엔테이션 (OT)일정안내 ♣ [3월1일 (수) 14
♣♣♣♣생활체육체험: 댄스스포츠(라틴부문)
"♥♥ 네이버카페 참고만해, 치킨장학금 이벤트 참여해보세요. ♥♥"
파이썬 프로그래밍 교재
RE:파이썬 프로그래밍 교재
4학년1학기 교재 구매 및 질문이 있습니다.
졸업논문 대체 시험 SQLD 도 가능한지
RE:졸업논문 대체 시험 SQLD 도 가능한지
RE:졸업논문 대체 시험 SQLD 도 가능한지
방송대 졸업까지⭐바쁜 일상 속 꺾이지 않는 비결을 소개합니다🙌
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
[서울][동아리] ★☆ 카메라 들고 소리 질러!! 23년 영상동아리 필름아이다 신입회원 모
" 사진의 이해, 워크북 구입하고자 합니다."
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 37기 신입 모집 ♪♬♬♪
"시작, 그 설레임_한국방송통신대학교 영상제작동아리"
🍀학사정보 공유 네이버 카페
제40대 서울총학생회 연합송년회 [감사인사] (제40대 서울총학생회장 권한대행 이규해) 
[초대장] 제40대 서울총학생회 12월 29일 연합송년회에 학우 및 동문 선후배님들을 초대
혹시 카카오톡 오픈채팅방에 컴퓨터과학과 단톡방 비밀번호나 입장 방법 아시는 분 계실까요?
경남컴퓨터과학과 학생총회 공지(12/26월 7:30PM)
방송대 잠바 신청
제41대 서울총학생회장 선거 안내
♥♥ 기말과제물 자료요약본 신청해서 받아가세요 ♥♥
♣♣ 다양한 레져~다양한 즐거움~ 생활체육 50여종목을 체험 안내~~
국궁정모안내ㅡ활쏘기
♥♥ 2학기 중간과제물 참고자료 필요하세요? ♥♥
♬ 2022년도 방송대합창단 단원 모집 ♬
살다보니 이런  날도 옵니다. ㅋ
책 필요하신분 착불로 책 보내드립니다
RE:책 필요하신분 착불로 책 보내드립니다
RE:책 필요하신분 착불로 책 보내드립니다
RE:책 필요하신분 착불로 책 보내드립니다
RE:RE:책 필요하신분 착불로 책 보내드립니다
[영문학과]<궁금증 타파> 주말 8월13일 오후 마로니에공원에서 만나요~
<<8.15광복 기념 콘서트 무료관람권 배부/일산킨텍스>>
"졸업시험, 논문 문의 드립니다."
"RE:졸업시험, 논문 문의 드립니다."
4학년 졸업소요 학점관련 문의드려요
부산 컴퓨터과학과 스터디모임 모집합니다.
[연세대 의학행동과학연구소] 스마트폰-MRI 연구 참여자를 모집합니다.
"◆◆ 피클볼,  파크골프, 수상스키,  조 정  체험~"
♣방송대 불교학생회 44기(2022년)  새내기 회원 모집 [수도권 중부권 남부권]♣
♣방송대 불교학생회 44기(2022년)  새내기 회원 모집 [수도권 중부권 남부권]♣
"방송통신대학교 재학생 및 졸업생 MS 원드라이브 1TB(1,000GB) 무료 사용 방법"
기말 Java 시험 난이도 어떠셨나요?
♬ 2022년도 방송대합창단 단원 모집 ♬
1학년 인터넷과 정보사회 출석 수업 평가 점수가 아직도 평가 중?
RE:지역대학에 문의해보세요.
RE:RE:지역대학에 문의해보세요.
2학년 출석수업 과제물 JAVA
5/4 서울남부 디지털논리회로 출석과제물..
2학년 java 프로그래밍 출석수업 시험 링크 
♣생활체육  50여 종목 동우회원 모집♣
경기지역대학 알고리즘 출석수업 관련 자료는 어디서 받을 수 있을까요? 
2학년 JAVA 출석수업 시험지 어디 있나요?
RE:2학년 JAVA 출석수업 시험지 어디 있나요?
서울지역 오픈채팅 참여코드 알고계신분있나요??
한국방송통신대 동아리 두드림(난타 )회원모집
방송통신대학교 재학생 및 졸업생 MS 오피스 365 무료 설치 방법
♬ 2022년도 방송대합창단 단원 모집 ♬
 💓(서울) 통기타 동아리 '여섯소리' 36기 신입 모집 💓
방송통신대학교 재학생 및 졸업생 윈도우10 무료 정품키 받는 방법
RE:방송통신대학교 재학생 및 졸업생 윈도우10 무료 정품키 받는 방법
프라임칼리지 학점인정 사항에 대한 건의
 💓(서울) 통기타 동아리 '여섯소리' 36기 신입 모집 💓
졸업논문대체 인정에서 활동보고서는 어떻게 작성하나요?
♥♥ 1학기 중간과제물 참고링크 공유 ♥♥
"♣걷기,사주풍수,여행답사,자원봉사,약초산행,재태크,내노래유투브up,라틴댄스,영어문법--동우"
"임동민, 조대형 학우의 실명을 가려달라고 전화로 요구한 컴퓨터과학과 "
코로나 백신 강제접종 반대 서명운동과 국민소송
RE:코로나 백신 강제접종 반대 서명운동과 국민소송
한국방송통신대학교 컴퓨터과학과 학생게시판에 들어왔습니다.
RE:한국방송통신대학교 컴퓨터과학과 학생게시판에 들어왔습니다.
졸업을 미룰 수 있을까요~?
RE:졸업을 미룰 수 있을까요~?
♬♪ 【서울】통기타 동아리 『여섯소리』 36기 신입 모집 ♪♬
♥♥ 22년 첫학기 방송대정보 카페 ♥♥
방송대 컴퓨터과학 신입/편입/졸업 톡방
"다른 학우에게 부적절한 표현 사용한 컴퓨터과학과 ○○○님, ○○○님"
허위사실 적시 명예훼손으로 고발하겠습니다.
[방송대 컴퓨터과학과] 게시글 삭제 권고
RE:허위사실 적시 명예훼손으로 고발하겠습니다.
컴퓨터과학과의 게시물 삭제 권고를 거절하며 부당 조치에 대응할 것임을 밝힙니다.
RE:RE:네~ 알겠습니다 조사기관 잘다녀오세요~^^
RE:RE:RE:명예가 상당히 실추된 경기지역대학 학생회 조대형 학우님^^
●   22년 서울동아리연합 학생회 난타 회원모집 ●
"★서울지역대학 영상 제작 동아리 ""필름 아이다""에서 신입회원을 모집합니다"
♬ 2022년도 방송대합창단 단원 모집 ♬
신입생입니다. 튜터제도가 있다는데요
RE:신입생입니다. 튜터제도가 있다는데요
RE:신입생입니다. 튜터제도가 있다는데요....맞춤정보 에서 확인
4학년재학증명서 ... 1점이 부족해서 3학년재학으로 나오는데요...
RE:4학년재학증명서 ... 1점이 부족해서 3학년재학으로 나오는데요...3월 이후 96학
RE:RE:4학년재학증명서 ... 1점이 부족해서 3학년재학으로 나오는데요...3월 이후 
"♣걷기,사주풍수,여행답사,자원봉사,약초산행,여성족구,내노래유투브up,라틴댄스,영어문법--회"
♣ 2022년 서울지역대학 학생회 난타 회원모집 ♣
[경남지역대학] 22학년도 1학기 컴퓨터과학과 신편입생 OT안내<줌주소공지>
"[경남지역대학] 컴퓨터과학과 카톡오픈챗팅방, 밴드, 다음 카페 가입안내"
서울지역은 카카오톡 오픈채팅방이 없나요?
♬【서울】통기타 동아리 『여섯소리』 36기 신입 모집 ♬
♬ 2022년도 방송대합창단 단원 모집 ♬
경기지역대학 컴퓨터과학과 학생회입니다.
"♣걷기,사주풍수,여행답사,자원봉사,약초산행,여성족구,내노래유투브up,영어문법,라틴댄스--회"
졸업 대체 자격증 문의
"경기지역대 컴퓨터과학과  1,2 학년 오픈채팅방"
Student ID
RE:Student ID
RE:RE:Student ID
편입생 OT는 언제 하나요?
RE:편입생 OT는 언제 하나요?
[방송대 3학년 편입생] 2월 3일 목요일 현재 수강신청 안 해도 수강지정교과목이 뜹니다.
RE:[방송대 3학년 편입생] 2월 3일 목요일 현재 수강신청 안 해도 수강지정교과목이 뜹
♣ 서울지역대학 난타동아리 회원모집 ♣
남양주구리 학습관 카페로 초대합니다.
♪♬♬♪ 【서울】통기타 동아리 『여섯소리』 36기 신입 모집 ♪♬♬♪
컴퓨터과학과 - 전국 오픈톡 함께 해요~
졸업논문 심사에서 합격을...
4년 동안 딱 130 학점 이네요. 5학년을 어떻게 다녀야 합니까?
RE:4년 동안 딱 130 학점 이네요. 5학년을 어떻게 다녀야 합니까?
"현재 130학점 이수하신 상황이시라면, 2022년 8월에 자동졸업 되십니다~"
"RE:현재 130학점 이수하신 상황이시라면, 2022년 8월에 자동졸업 되십니다~"
"RE:RE:수강신청 과목에 3, 4학년 과목이 있기 때문에 타학과 3, 4학년 과목이 조회"
제40대 서울총학생회장 장봉은 당선 확정공고
제40대 서울총학생회장 장봉은 당선공고
졸업논문 대체 자격증 문의
RE:졸업논문 대체 자격증 문의
서울총학생회 회장선거 전자투표기간입니다.
"★서울지역대학 영상 제작 동아리 ""필름 아이다""에서 신입회원을 모집합니다"
빅데이터의 이해 기말고사 정답이 없는거같아서..
제40대 서울총학생회장 선거관련 진교식/임상묵 선거중지 가처분신청은 종국결정 기각
제40대 서울총학생회장 선거 [단독후보] 장봉은입니다. 여러분의 소중한 [찬성]표 한표 간
제40대 서울총학생회장선거에 출마한 [단독후보] 장 봉 은 인사 올리겠습니다.
2021년 2학기 선형대수 수업 들으시는 분들 중 온라인 출석 수업 수강하신 분들 질문 있
RE:2021년 2학기 선형대수 수업 들으시는 분들 중 온라인 출석 수업 수강하신 분들 질
★★ 기말평가 자료 부족하다면 참고만해에서 ★★
★★그룹 스터디 할 시간이 없어서 혼자 공부하는 분들의 모임★★
졸업논문 대체관련 질문드립니다.
RE:졸업논문 대체관련 질문드립니다.
1학년 2학기 출석수업 일정안내 받으신분 있으신가요?
중간과제물을  다 놓쳐버렸는데 ㅜㅜ 휴학이 닶일까요?
[연세대 의학행동과학연구소] 스마트폰-MRI연구 참여자를 모집합니다.
RE:졸업 관련 질문드립니다.
[연세대 공학대학원 테크노인문학과]에서 신입생을 모집합니다 (인문학+공학 융합전공)
R. Rstudio 설치방법 문의
자료구조 출석수업 강의자료 및 과제 위치 질문입니다.
RE:소속지역대학 출석수업자료실
출석 수업 시간표가 이상한 거 같은대…. 저가 잘못 보고 있는 건가요?
RE:출석 수업 시간표가 아니라 과제?제출마감 시간이에요.
♥내 노래 youtube-up 동아리♥
컴퓨터 소프트웨어  공부를 해 나가는 방식에서 한 과목씩을 수강해 나가는 방식을 선택할 때
♥♥ 2학기 컴퓨터과학과 중간과제대비 방송대 커뮤니티 ♥♥
각 과목별 시험은 기출문제집이 따로 없나요?
안녕하세요 단체 카카오톡방 비밀번호 뭔지 알수있을까요?
RE:안녕하세요 단체 카카오톡방 비밀번호 뭔지 알수있을까요?
RE:안녕하세요 단체 카카오톡방 비밀번호 뭔지 알수있을까요?
교재 삽니다
한우리 스터디 진행하나요? 서울 남부 스터디?
RE:한우리 스터디 진행하나요? 서울 남부 스터디?
소프트웨어경진대회 - 제출 관련 500 에러 ㅠㅠ
RE:소프트웨어경진대회 - 제출 관련 500 에러 ㅠㅠ
재입학 등록 후 졸업논문 대체 자격증 관련 문의
RE:재입학 등록 후 졸업논문 대체 자격증 관련 문의
혹시 1학년 1학기 과목과 1학년 2학기 과목  출석 수업 시간이 겹치나요 ?...
RE:아뇨.
RE: 혹시 1학년 1학기 과목과 1학년 2학기 과목 출석수업 시간이 겹치나요...?
[단독] 방송대 ‘성추행 의혹’ 총학생회장 중징계 최종 결정
검찰 '강제추행 혐의' 방송대 전국총학생회장 불구속 기소
★★그룹 스터디 할 시간이 없어서 혼자 공부하는 분들의 모임★★  
◆ 컴퓨터과학과◆ >> 오픈톡 채널 다양한 정보 공유 전국 커뮤니티 <&l
광명학습관을 소개합니다.
"편입생 졸업학점, 졸업논문에 대해 여쭤봅니다."
"RE:편입생 졸업학점, 졸업논문에 대해 여쭤봅니다."
졸업논문 궁금합니다.
3학년편입생 2학기부터 시작하게되면 
RE:3학년편입생 2학기부터 시작하게되면 
저번 학기 강의 수강기간에 대해
RE:저번 학기 강의 수강기간에 대해
등록기간을 놓쳤는데요. 추가 등록기간이 있을까요?
RE:등록기간을 놓쳤는데요. 추가 등록기간이 있을까요?
졸업논문대체
RE:졸업논문대체
졸업필요학점 교양 51학점은 어디서 나온 건가요?
RE:졸업필요학점 교양 51학점은 어디서 나온 건가요?
졸업학점 130점
RE:졸업학점 130점
♥♥♥♥국립 한국방송통신대학교 학습동아리 학생 연합회 온라인 발대식 긴급 86인 교수 성명
"'뒤에서 와락' 영상 찍혔는데.. ""방송대, 징계 미루며 2차 "
졸업 학점 문의
RE:졸업 학점 문의
졸업논문 대체 자격증 문의 드립니다
소프트웨어경진대회 같이 해보실분
졸업학점 문의
졸업논문과 졸업대체 질의드립니다.
RE:졸업논문과 졸업대체 질의드립니다.
♥♥ 2학기 대비 방송대 커뮤니티 ♥♥
방송대 성희롱 관련 사안에 대한 우리의 의견- 옮긴글
"[단독]""학생회 개입 어려워""…방송대, 성추행 '2차 가해&ap"
대체시험
★★그룹 스터디 할 시간이 없어서 혼자 공부하는 분들의 모임★★
졸업논문 문의
졸업후 계절학기 신청가능여부 문의
졸업논문대체 자격증으로 문의드립니다
소프트웨어공학 너무 어려웠네요.
졸업학력평가 대상자 문의드립니다.
졸업논문대체 자격증 관련 문의
RE:졸업논문대체 자격증 관련 문의
졸업논문대체인정 심사 신청 관련
RE:졸업논문대체인정 심사 신청 관련
기말시험 시험범위는 어디에 써있나요?
RE:기말시험 시험범위는 어디에 써있나요?
5월 10일 알고리즘 출석수업과제 혹시 내용 아시는분 있으신가요?
♥♥ 컴퓨터과학과 기말과제 자료정보 카페 ♥♥
졸업논문 대체자격증 어디서 확인할 수 있는지 알려주세요
우리학교도 메타버스 대학이 되는 건 어떨까요?
유비쿼터스 컴퓨팅 개론 실시간 학샘참여와 관련하여.....
기말 시험 관련 질문
졸업논문유형(주제)변경신청
RE:과거 기출문제 어디서 받을수있는지 궁금합니다~
오프 스터디 인원 추가 모집
컴퓨터 과학과 졸업논문대체 기준관련
이산수학 출석수업은 어떻게 하나요? 줌으로 하나요? 지역대학 출석인가요?
방송대 익명게시판 개설
자바프로그래밍 대체과제물 질문이요!!
소프트웨어 경진대회 질문이요!
오프라인 스터디 모임 모집 (4명)
RE:오프라인 스터디 모임 모집 (4명)
RE:RE:오프라인 스터디 모임 모집 (4명)
♥♥ 컴퓨터과학과 과제자료 공유 참고만해 ♥♥
자격증에 대해서 알고 싶은데요
RE:자격증에 대해서 알고 싶은데요
영상제작 동아리<필름 아이다>&<아이드마>에서 신입회원 모집합니다
국내 최대 컴과 오픈톡에 초대합니다.
RE:국내 최대 컴과 오픈톡에 초대합니다.
방송대 명품 동아리 합창단에서 신입 단원을 모집합니다
"컴퓨터과학과 1학년 1, 2학기 교재 한번에 삽니다."
😍방송대 연극동아리 <극예술연구회>에서 신입 회원을 모집합니다!
인터넷과정보사회 책 팝니다.
판매완료
판매완료
"국립한국방송통신대학교 서울북부학습센터 건립추진 준비위원 , 학생회임원 모집"
혹시 교내에 자바 관련 스터디 있을 까요?
RE:혹시 교내에 자바 관련 스터디 있을 까요?
[투표안내] 제39대 서울총학생회장 선거 
<투표시작> 제39대 서울총학생회장 단독후보 <이원관 찬성표> 찍기
제 39대 서울총학생회 선거일정 과 투표 장소를  다음과 같이 알려드립니다
졸업 관련하여 조언좀 부탁드립니다.
RE:졸업 관련하여 조언좀 부탁드립니다.
♥♥ 컴퓨터과학과 학우님들 신학기 준비는 참고만해에서!! 
제39대 서울총학생회장 <단독후보>이원관 (보건환경학과) 인사올립니다.
★ 참고만해 나의 학점은? 이벤트 ★
제39대 전국총학생회장 당선인 김남규 인사드립니다. 
제39대 전국총학생회장 당선인 김남규 인사드립니다. 
[기호2번] 김남규 꼭 찍어주셔서 소중한 한표의 기적을 보여 주십시요. 사랑합니다. 11만
클라우드 컴퓨팅 기말 성적 나오신분 계신가요?
＜기말고사 성적＞ 17일부터 확인하시면서 [2번 김남규] 찍어 학교학우 사랑나눔~♡ 
기말과제 성적은 언제쯤....
제39대전국총학생회장후보 [기호2번] 김남규에게 꼭 한표 부탁드립니다. 감사합니다.
[기호1번 이병호] 10만 학우여러분! 이병호 도와주십시오! 
변화와 혁신의 아이콘!! 기호1번 이병호 전국총학생회장 후보 입니다.
학우를 먼저 생각하는 [기호2번] 김 남 규 제39대 전국총학생회장 후보 인사 올립니다.
졸업관련 입니다
클라우드컴퓨팅 기말 과제물 파일이 첨부 안됩니다.
학습에 도움이 되는 무료호스팅 안내(방통대 졸업생이 직접운영)
"★★컴퓨터과학과 출석, 기말 과제물 무료자료받으세요★★"
[건의] 졸업논문 대체 자격증 추가 건: Azure 자격증
[연세대학교 공학대학원 테크노인문학과]에서 신입생을 모집합니다 (인문학+공학 융합전공)
HTML5 출석대체과제물 문의 드립니다.
Re:HTML5 출석대체과제물 문의 드립니다.
🌈극예술 연구회 연극동아리 43회 정기공연 안내💖
"★★컴퓨터과학과 중간, 기말 과제물 무료자료받으세요★★"
대동축제 2020 서울지역대학 영상 온라인 학장배 가요제 참가안내
계절학기 등록 과목이 혹시 결정 되었을 까요~?
◆◆방송대정보 단톡방◆◆
★★참고만해 2학기 과제물 정보 및 자료요청★★
